year,date,type,registration,operator,fatalities,location,country,category,damage,season
2006,2006-02-11,Antonov An-26,7799,Sudan AF,20,Aweil Airport,South Sudan,Accident,hull-loss,Winter
2006,2006-02-13,Grumman G-159 Gulfstream I,YV-903CP,Private,2,near El Peten,Guatemala,Accident,hull-loss,Winter
2006,2006-02-14,Fokker 50,LN-RND,SAS Commuter,0,Oslo-Gardermoen ...,Norway,Other Occurrence,repairable damage,Winter
2006,2006-02-15,Dassault Falcon 20C-5,F-OVJR,Develton,0,Kiel-Holtenau Ai...,Germany,Accident,hull-loss,Winter
2006,2006-02-16,Cessna 501 Citation I/SP,D-IMRX,Hasit TrockenmÃ¶rtel,6,near Buschin,Iraq,Accident,hull-loss,Winter
2006,2006-02-26,Antonov An-12BK,TN-AGZ,Aero Fret Business,0,Mbuji-Mayi Airpo...,D.R. Congo,Accident,repairable damage,Winter
2006,2006-03-02,Antonov An-2,,Blue Airlines,0,Lubanimanga,D.R. Congo,Accident,repairable damage,Spring
2006,2006-03-04,DC-9-82 (MD-82),PK-LMW,Lion Air,0,Surabaya-Juanda ...,Indonesia,Accident,hull-loss,Spring
2006,2006-03-05,Cessna 208B Grand Caravan,YV-1149C,SASCA,0,Arekuna,Venezuela,Accident,hull-loss,Spring
2006,2006-03-09,Learjet 35A,T-21,Argentine AF,6,near La Paz-El Alto A...,Bolivia,Accident,hull-loss,Spring
2006,2006-03-10,Lockheed L-1329-23E JetStar 8,N116DD,private,0,Dallas-Love Fiel...,USA,Accident,hull-loss,Spring
2006,2006-03-11,ATR 72-212A (ATR 72-500),VT-DKC,Air Deccan,0,Bangalore-Hindus...,India,Accident,hull-loss,Spring
2006,2006-03-17,Hawker Siddeley HS-748,5Y-TCA,Trackmark Cargo,0,Old Fangak,South Sudan,Accident,hull-loss,Spring
2006,2006-03-18,Boeing 737-6D6,7T-VJQ,Air AlgÃ©rie,0,Sevilla Airport ...,Spain,Accident,repairable damage,Spring
2006,2006-03-18,Beech C99,N54RP,Ameriflight,2,"near Butte, MT",USA,Accident,hull-loss,Spring
2006,2006-03-22,Learjet 35,N58EM,Bankair,0,Philadelphia Int...,USA,Accident,hull-loss,Spring
2006,2006-03-23,Antonov An-24B,ER-AZZ,Valan Int'l Cargo,0,Nasiriyah-Tallil...,Iraq,Accident,hull-loss,Spring
2006,2006-03-24,Cessna 208B Grand Caravan,HC-BXD,ATESA,5,near Cuenca-Mariscal ...,Ecuador,Accident,hull-loss,Spring
2006,2006-03-24,Convair CV-580F,ZS-SKI,"Skyhaul, op.for LAC - SkyCongo",0,Kinshasa-N'Djili...,D.R. Congo,Other Occurrence,hull-loss,Spring
2006,2006-03-27,Let L-410UVP-E,ES-LLG,AirEst,0,Tallinn-Ulemiste...,Estonia,Other Occurrence,repairable damage,Spring
2006,2006-03-28,Antonov An-12BK,EK46741,Phoenix Avia,0,near Payam Airport (PYK),Iran,Accident,hull-loss,Spring
2006,2006-03-28,Cessna 208B Grand Caravan,N208WE,Cessna Aircraft,2,"near Oak Glen, CA",USA,Accident,hull-loss,Spring
2006,2006-03-29,Ilyushin Il-62M,5A-DKR,"Libyan Government, opb Libavia",0,Moskva-Domodedov...,Russia,Accident,hull-loss,Spring
2006,2006-03-31,Let L-410UVP-E20,PT-FSE,TEAM,19,"near Rio Bonito, RJ",Brazil,Accident,hull-loss,Spring
2006,,Antonov An-2T,SP-AOY,Aeroklub RP,0,Leszno-Strzyzewi...,Poland,Other Occurrence,hull-loss,
2006,2006-04-03,Lockheed C-5B Galaxy,84-0059,USAF,0,"Dover AFB, DE (DOV)",USA,Accident,hull-loss,Spring
2006,2006-04-10,Harbin Yunshuji Y-12 II,132,Kenyan AF,14,near Marsabit,Kenya,Accident,hull-loss,Spring
2006,2006-04-11,Antonov An-2R,LZ-1178,Kapoly Air,2,near Kozlovets,Bulgaria,Accident,hull-loss,Spring
2006,2006-04-13,Cessna 208 Caravan I,5H-ZBZ,MAF,0,Haydom,Tanzania,Accident,repairable damage,Spring
2006,2006-04-14,Lockheed C-130H Hercules,9T-TCB,D.R. Congo AF,0,Kinshasa-N'Djili...,D.R. Congo,Accident,repairable damage,Spring
2006,2006-04-16,Fokker F-27 Friendship 400M,FAB-91,TAM,1,GuayaramerÃ­n Ai...,Bolivia,Accident,hull-loss,Spring
2006,2006-04-20,Rockwell Sabreliner 75A,JY-JAS,Jordan Aviation,0,Alexandria Airpo...,Egypt,Accident,hull-loss,Spring
2006,2006-04-23,Antonov An-74TK-200,UR-74038,"Kharkov State Aircraft Mf. Co., op.for Libyan Arab Rep. Air Force",6,KoussÃ©ri,Cameroon,Accident,hull-loss,Spring
2006,2006-04-23,Antonov An-2R,RF-00451,"Yugavia, op.for ROSTO Shahty",4,near Tersky,Russia,Accident,hull-loss,Spring
2006,2006-04-24,Antonov An-32B,ZS-PDV,"U.S. Department of State, opb Air Million Cargo",5,Bost/Lashkar Gah...,Afghanistan,Accident,hull-loss,Spring
2006,2006-04-26,Canadair CL-415,2039,Hellenic AF,0,near Chalkis,Greece,Accident,hull-loss,Spring
2006,2006-04-27,Convair CV-580F,ZS-SKH,"Skyhaul, op.for Sun Air Services",8,Amisi Airport,D.R. Congo,Accident,hull-loss,Spring
2006,2006-04-28,Cessna 208B Grand Caravan,ZS-ADL,"King Air Services, op.for UN",3,Margarita Mountain,Uganda,Accident,hull-loss,Spring
2006,2006-05-01,DHC-7-102,C-GLPP,"Trans Capital Air, op.for UN",0,Zwedru Airport,Liberia,Accident,repairable damage,Spring
2006,2006-05-03,Airbus A320-211,EK32009,Armavia,113,near Adler/Sochi Airp...,Russia,Accident,hull-loss,Spring
2006,2006-05-04,Boeing 727-2F2 (F),9M-TGA,Transmile Air Service,0,Bangalore-Hindus...,India,Accident,hull-loss,Spring
2006,2006-05-05,Airbus A320-211,EK32010,Armavia,0,Brussel-Zaventem...,Belgium,Other Occurrence,hull-loss,Spring
2006,2006-05-05,Airbus A320-211,EK32001,"Armenian International Airways, op.for Air Arabia",0,Brussel-Zaventem...,Belgium,Other Occurrence,hull-loss,Spring
2006,2006-05-05,Airbus A320-232,SX-BVB,"HellasJet, op.for Volare Airlines",0,Brussel-Zaventem...,Belgium,Other Occurrence,hull-loss,Spring
2006,2006-05-05,Lockheed C-130H Hercules,CH-02,Belgian AF,0,Brussel-Zaventem...,Belgium,Other Occurrence,hull-loss,Spring
2006,2006-05-05,IAI Arava 201,GN-8168,Venezuela ANG,5,near Caracas,Venezuela,Accident,hull-loss,Spring
2006,2006-05-06,Antonov An-2,ER-35538,Moldaeroservice,0,near Mersin,Turkey,Accident,repairable damage,Spring
2006,2006-05-14,Convair CV-580,C-GSKJ,Saskatchewan Gvt.,1,near La Ronge Airport...,Canada,Accident,hull-loss,Spring
2006,2006-05-15,Boeing 747-430,D-ABTK,Lufthansa,0,Frankfurt Intern...,Germany,Accident,repairable damage,Spring
2006,2006-05-16,Cessna 525 CitationJet,N545TG,Interstate Warehousing,0,Murfreesboro Mun...,USA,Accident,repairable damage,Spring
2006,2006-05-18,Shorts 330-200,N937MA,Air Cargo Carriers,0,Myrtle Beach Int...,USA,Accident,hull-loss,Spring
2006,2006-05-23,DHC-6 Twin Otter 300,S9-BAL,Air SÃ£o TomÃ© & Principe,4,near SÃ£o TomÃ© Islan...,Sao Tome,Accident,hull-loss,Spring
2006,2006-05-24,Lockheed Hercules C.1P (C-130K),XV206,RAF,0,Bost/Lashkar Gah...,Afghanistan,Accident,hull-loss,Spring
2006,2006-05-24,IAI 1124 Westwind,N475AT,Air Trek,0,George Town-Exum...,Bahamas,Accident,hull-loss,Spring
2006,2006-05-24,Antonov An-2R,SP-FLY,Aerogryf Aviation,0,near Krepsko,Poland,Accident,hull-loss,Spring
2006,2006-06-01,BAe 3101 Jetstream 31EP,HP-1477PS,Air PanamÃ¡,0,Bocas Del Toro A...,Panama,Accident,hull-loss,Summer
2006,2006-06-02,Boeing 767-223ER,N330AA,American Airlines,0,Los Angeles Inte...,USA,Other Occurrence,hull-loss,Summer
2006,2006-06-02,Learjet 35A,N182K,"Robertson Asset Management, op.for International Jet Charter",2,near New London-Groto...,USA,Accident,hull-loss,Summer
2006,2006-06-03,Shaanxi KJ-200 (Y-8),,China Air Force,40,near Yaocun,China,Accident,hull-loss,Summer
2006,2006-06-03,Dornier 328JET-300,N328PD,"East Coast Flight Svc, op.for Private Air Charters",0,Manassas Regiona...,USA,Accident,hull-loss,Summer
2006,2006-06-03,Grumman G-159 Gulfstream I,N183K,Transcontinental Aviation,0,NecoclÃ­ Airport...,Colombia,Criminal Occurrence,hull-loss,Summer
2006,2006-06-04,DC-10-10F,N68047,Arrow Air,0,Managua Internat...,Nicaragua,Accident,hull-loss,Summer
2006,2006-06-05,CASA/Nurtanio NC-212 Aviocar,PK-NCL,Merpati Nusantara,0,Bandanaira Airpo...,Indonesia,Accident,hull-loss,Summer
2006,2006-06-07,Boeing 747-2U3B (SF),N922FT,Tradewinds,0,Rionegro/MedellÃ...,Colombia,Accident,hull-loss,Summer
2006,2006-06-09,Airbus A321-131,HL7594,Asiana Airlines,0,near Anyang VOR,South Korea,Accident,repairable damage,Summer
2006,2006-06-11,Lockheed C-130H Hercules,TT-PAF,Chad AF,5,AbÃ©chÃ© Airport...,Chad,Accident,hull-loss,Summer
2006,2006-06-14,Learjet 60,OE-GFA,Jetalliance Flugbetriebs,0,Bucharest-Baneas...,Romania,Accident,repairable damage,Summer
2006,2006-06-15,Boeing 737-301 (BDSF),OO-TND,TNT Airways,0,East Midlands Ai...,U.K.,Accident,hull-loss,Summer
2006,2006-06-15,Boeing 737-430,EI-COI,Air One,0,Catania-Fontanar...,Italy,Accident,repairable damage,Summer
2006,2006-06-17,Antonov An-2P,UN-70367,Flamingo,1,near Taiynsha,Kazakhstan,Accident,hull-loss,Summer
2006,2006-06-17,Boeing 737-800,,South African Airways,0,Cape Town Intern...,South Africa,Hijacking,repairable damage,Summer
2006,2006-06-20,DC-9-83 (MD-83),N961TW,American Airlines,0,Chicago-O'Hare I...,USA,Accident,repairable damage,Summer
2006,2006-06-21,DHC-6 Twin Otter 300,9N-AEQ,Yeti Airlines,9,near Jumla Airport (JUM),Nepal,Accident,hull-loss,Summer
2006,2006-06-22,Excel-Jet Sport-Jet,N350SJ,Excel-Jet,0,Colorado Springs...,USA,Accident,hull-loss,Summer
2006,2006-06-23,DC-9-83 (MD-83),SU-BOZ,"Sudan Airways, lsf AMC Aviation",0,Juba Airport (JUB),South Sudan,Accident,repairable damage,Summer
2006,2006-06-24,Cessna 560 Citation Encore,N486SB,Aero Charter Services,1,Upland-Cable Air...,USA,Accident,hull-loss,Summer
2006,2006-06-26,Hawker Siddeley DH-125-3A,N125GK,Great Idea Corp.,0,Barcelona-Gen J ...,Venezuela,Accident,hull-loss,Summer
2006,2006-06-28,Lockheed HC-130H Hercules,1710,US Coast Guard,0,Saint Paul Islan...,USA,Accident,hull-loss,Summer
2006,2006-06-29,Antonov An-2R,HA-MDN,Szemp Air,0,DunaÃºjvÃ¡ros Ai...,Hungary,Other Occurrence,hull-loss,Summer
2006,2006-06-29,Antonov An-12BP,EK12305,Unknown,0,Bagram Air Base ...,Afghanistan,Accident,hull-loss,Summer
2006,2006-06-30,Cessna 208B Grand Caravan,ZS-POG,"Naturelink Airlines, op.for Southern Right Air Charter",1,near Vilanculos Airpo...,Mozambique,Accident,hull-loss,Summer
2006,,Fairchild SA227-DC Metro 23,VH-SEY,Sunshine Express Airlines,0,Brisbane Interna...,Australia,Other Occurrence,hull-loss,
2006,2006-07-01,Fairchild SA227-AC Metro III,VH-VEH,Corporate Air,0,Canberra Airport...,Australia,Accident,hull-loss,Summer
2006,2006-07-03,DHC-6 Twin Otter 300,9N-AFE,Yeti Airlines,0,Bajura Airport (...,Nepal,Accident,repairable damage,Summer
2006,2006-07-05,Sabreliner 40,XA-UCS,Vigo Jet,0,Mexico City-Beni...,Mexico,Accident,hull-loss,Summer
2006,2006-07-06,Canadair CL-215,1112,Hellenic AF,0,near Patroklos Island,Greece,Accident,hull-loss,Summer
2006,2006-07-06,Beriev Be-200ChS,RF-21512,"TANTK, opf ServiÃ§o Nacional de Bombeiros",0,Barragem da Agui...,Portugal,Accident,repairable damage,Summer
2006,2006-07-07,Antonov An-12B,9Q-CVT,Mango Airlines,6,near Sake,D.R. Congo,Accident,hull-loss,Summer
2006,2006-07-09,Airbus A310-324,F-OGYP,S7 Airlines,125,Irkutsk Airport ...,Russia,Accident,hull-loss,Summer
2006,2006-07-10,Fokker F-27 Friendship 200,AP-BAL,PIA,45,near Multan Airport (...,Pakistan,Accident,hull-loss,Summer
2006,2006-07-10,Tupolev Tu-134,05 red,Russian Navy,0,Gvardeyskoye Air...,Ukraine,Accident,hull-loss,Summer
2006,2006-07-10,Cessna 560 Citation V,N50CV,River City Flying Service,0,Hamilton-Ravalli...,USA,Accident,repairable damage,Summer
2006,2006-07-12,Lockheed L-100-30 Hercules,S9-BOF,"UN, opb Transafrik",0,Kigoma Airport (...,Tanzania,Accident,hull-loss,Summer
2006,2006-07-14,Antonov An-12,,Sudan AF,0,Geneina Airport ...,Sudan,Accident,hull-loss,Summer
2006,2006-07-15,Embraer EMB-135ER (ERJ-135ER),F-GOHC,RÃ©gional,0,Madrid-Barajas A...,Spain,Other Occurrence,repairable damage,Summer
2006,2006-07-17,Lockheed C-130E Hercules,63-7853,USAF,0,Al Asad Air Base,Iraq,Accident,repairable damage,Summer
2006,2006-07-18,Airbus A321-231,TC-OAN,Onur Air,0,Rotterdam Airpor...,Netherlands,Accident,repairable damage,Summer
2006,2006-07-19,Douglas DC-3C,N782T,Tol Air Services,0,near Saint Thomas-Cyr...,U.S. Virgin Isl.,Accident,hull-loss,Summer
2006,2006-07-19,Cessna 560 Citation Encore,N636SE,Tomco II,2,near Cresco-Ellen Chu...,USA,Accident,hull-loss,Summer
2006,2006-07-19,Antonov An-2T,-,Odesski oask,0,Limanskoye,Ukraine,Accident,repairable damage,Summer
2006,2006-07-19,CASA/Nurtanio NC-212 Aviocar,A-9032,Indonesian Army,2,near Semarang-Achmad ...,Indonesia,Accident,hull-loss,Summer
2006,2006-07-25,Spectrum Aeronautical Spectrum 33,N322LA,Spectrum Aeronautical,2,Spanish Fork-Spr...,USA,Accident,hull-loss,Summer
2006,2006-07-28,MD-10-10F,N391FE,FedEx,0,Memphis Internat...,USA,Accident,hull-loss,Summer
2006,2006-07-29,DHC-6 Twin Otter 100,N203E,"Adventure Aviation, op.for Quantum Leap Skydiving",6,Sullivan Regiona...,USA,Accident,hull-loss,Summer
2006,2006-07-29,Cessna 208 Caravan I,N415GA,Hampton Island Aviation,0,"Riceboro, GA",USA,Accident,repairable damage,Summer
2006,2006-07-31,DHC-3T Texas Turbine Otter,N93356,Ward Air,0,"Berners Bay, AK",USA,Accident,repairable damage,Summer
2006,2006-08-03,Antonov An-28,9Q-COM,TRACEP-Congo Aviation,17,near Bukavu,D.R. Congo,Accident,hull-loss,Summer
2006,2006-08-04,Embraer EMB-110P1 Bandeirante,N59BA,AirNow,1,near Bennington-Willi...,USA,Accident,hull-loss,Summer
2006,2006-08-07,Antonov An-26,ST-ZZZ,Sudan AF,0,El Fasher Airpor...,Sudan,Accident,hull-loss,Summer
2006,2006-08-08,Fokker 100,PT-MQN,TAM Brasil,0,SÃ£o Paulo,Brazil,Accident,repairable damage,Summer
2006,2006-08-10,Fairchild SA227-BC Metro III,FAC-5742,Colombian AF,0,Rionegro/MedellÃ...,Colombia,Accident,hull-loss,Summer
2006,2006-08-12,Antonov An-2P,UN-02683,Orlan 2000,1,"Novobrats'ke, Bu...",Kazakhstan,Accident,hull-loss,Summer
2006,2006-08-12,Grumman G-1159 Gulfstream II,,Ciro World,0,Torcoroma,Colombia,Criminal Occurrence,hull-loss,Summer
2006,2006-08-13,Lockheed L-100-30 Hercules,7T-VHG,Air AlgÃ©rie,3,near Piacenza,Italy,Accident,hull-loss,Summer
2006,2006-08-15,Tupolev Tu-154B-2,P-561 ?,Air Koryo,0,Pyongyang-Sunan ...,North Korea,Accident,repairable damage,Summer
2006,2006-08-17,Swearingen SA227-AC Metro III,N620PA,"Career Aviation Company, op.for Sierra West Airlines",0,Grain Valley-Eas...,USA,Accident,hull-loss,Summer
2006,2006-08-17,Boeing 727-224F,HK-3985,Aerosucre Colombia,0,BogotÃ¡-Eldorado...,Colombia,Accident,hull-loss,Summer
2006,2006-08-22,Tupolev Tu-154M,RA-85185,Pulkovo,170,near Donetsk,Ukraine,Accident,hull-loss,Summer
2006,2006-08-24,Let L-410UVP-E3,06,Russian AF,0,Rtishchevo Air Base,Russia,Accident,hull-loss,Summer
2006,2006-08-27,Canadair CRJ-100ER,N431CA,Comair/Delta Connection,49,Lexington-Blue G...,USA,Accident,hull-loss,Summer
2006,2006-08-28,GAF Nomad N.22B,ZP-TDZ,Paraguay Air Services,0,near Salta-MartÃ­n Mi...,Argentina,Accident,repairable damage,Summer
2006,2006-08-28,Raytheon Hawker 800XP,N879QS,NetJets,0,"near Carson City, NV",USA,Accident,hull-loss,Summer
2006,2006-09-01,Tupolev Tu-154M,EP-MCF,Iran Airtour,28,Mashhad Airport ...,Iran,Accident,hull-loss,Fall
2006,2006-09-02,BAe Nimrod MR.2,XV230,RAF,14,near Kandahar,Afghanistan,Accident,hull-loss,Fall
2006,2006-09-02,DHC-3 Otter,N3125N,Alaska Air Taxi,0,Wainwright Airpo...,USA,Accident,repairable damage,Fall
2006,2006-09-07,Boeing 727-277,ZS-DPF,DHL Aviation,0,Lagos-Murtala Mu...,Nigeria,Accident,hull-loss,Fall
2006,2006-09-08,Airbus A319-112,C-GJTA,Air Canada,0,New York-La Guar...,USA,Accident,repairable damage,Fall
2006,2006-09-08,Embraer ERJ-170,N864RW,Shuttle America,0,New York-La Guar...,USA,Accident,repairable damage,Fall
2006,2006-09-15,Antonov An-2R,9Q-CXL,Zaabu International,0,Kahuzi-Biega Nat...,D.R. Congo,Accident,hull-loss,Fall
2006,2006-09-15,BN-2A-9 Islander,5H-UNT,Safari Express Airways,0,Nangungu,Tanzania,Accident,hull-loss,Fall
2006,2006-09-17,Dornier 228-212,NAF033,Nigerian AF,13,near Vande Ikya,Nigeria,Accident,hull-loss,Fall
2006,2006-09-26,Tupolev Tu-154M,EX-85718,Altyn Air,0,Bishkek Airport ...,Kyrgyzstan,Accident,repairable damage,Fall
2006,2006-09-26,Boeing KC-135R,63-8886,USAF,0,Bishkek Airport ...,Kyrgyzstan,Accident,hull-loss,Fall
2006,2006-09-29,Boeing 737-8EH,PR-GTD,Gol,154,"near Peixoto Azevedo, MT",Brazil,Accident,hull-loss,Fall
2006,2006-09-29,Embraer EMB-135BJ Legacy 600,N600XL,ExcelAire,0,Novo Progresso-C...,Brazil,Accident,repairable damage,Fall
2006,2006-10-02,Learjet C-21A (Learjet 35A),84-0066,USAF,0,"Decatur Airport,...",USA,Accident,hull-loss,Fall
2006,2006-10-02,Nord 262A-42,9Q-CBA,"Business Aviation, op.for Malu Aviation",0,Kikwit Airport (...,D.R. Congo,Accident,hull-loss,Fall
2006,2006-10-03,Boeing 737-4Y0,TC-JET,THY,0,Brindisi-Papola ...,Italy,Hijacking,repairable damage,Fall
2006,2006-10-03,Boeing 737-2T4,PK-RIE,Mandala Airlines,0,Tarakan-Juwata A...,Indonesia,Accident,hull-loss,Fall
2006,2006-10-03,BAe 3202 Jetstream 32,G-BUVC,Eastern Airways,0,Wick Airport (WIC),U.K.,Accident,repairable damage,Fall
2006,2006-10-10,BAe-146-200A,OY-CRG,Atlantic Airways,4,Stord-SÃ¸rstokke...,Norway,Accident,hull-loss,Fall
2006,2006-10-10,DHC-4A Caribou,PK-YRO,Trigana Air Service,0,Mamit,Indonesia,Accident,hull-loss,Fall
2006,2006-10-12,Beech 200 Super King Air,N528WG,Tigress Air III,0,Leonardtown-Sain...,USA,Accident,hull-loss,Fall
2006,2006-10-19,Antonov An-2TP,UK-70152,Uzbekistan Airways,15,near Aranchi,Uzbekistan,Accident,hull-loss,Fall
2006,2006-10-19,Xian Yunshuji Y-7,,China Air Force,2,near Hengshui,China,Accident,hull-loss,Fall
2006,2006-10-19,Beech 200T Super King Air,AU-871,Uruguayan Navy,0,BahÃ­a Blanca-Co...,Argentina,Accident,repairable damage,Fall
2006,2006-10-23,Cessna 208B Grand Caravan,5Y-NPD,"Airworks, op.for UN",0,near Juba,South Sudan,Accident,hull-loss,Fall
2006,2006-10-26,CASA C-212 Aviocar 200,SE-IVF/585,Swedish Coast Guard,4,Falsterbokanalen,Sweden,Accident,hull-loss,Fall
2006,2006-10-29,Boeing 737-2B7,5N-BFK,ADC Airlines,96,Abuja Internatio...,Nigeria,Accident,hull-loss,Fall
2006,2006-10-30,Cessna 208B Grand Caravan,XA-UBL,AerotucÃ¡n,0,Punta PÃ¡jaros A...,Mexico,Accident,hull-loss,Fall
2006,2006-10-31,Boeing 747-430,D-ABVY,Lufthansa,0,Newark-Liberty I...,USA,Accident,repairable damage,Fall
2006,,Hawker Siddeley HS-748,S2-ABE,"Best Air, op.for Astral Aviation",0,Alek Airstrip,South Sudan,Accident,hull-loss,
2006,2006-11-01,BAe-125-700A,N232TN,Juventude,0,Fort Lauderdale ...,USA,Accident,hull-loss,Fall
2006,2006-11-01,Antonov An-12BP,9L-LFQ,748 Air Services,0,Lokichoggio Airp...,Kenya,Accident,hull-loss,Fall
2006,2006-11-02,Yakovlev Yak-40A,RP-C2695,Interisland Airlines,0,Caticlan-Malay A...,Philippines,Accident,hull-loss,Fall
2006,2006-11-06,DHC-6 Twin Otter 300,C-FIZD,Provincial Airlines,0,Goose Bay Airpor...,Canada,Accident,repairable damage,Fall
2006,2006-11-08,Learjet 35A,TL12-2/31,Thai AF,7,Nakhon Sawan/Tak...,Thailand,Accident,hull-loss,Fall
2006,2006-11-08,Swearingen SA226-TC Metro II,C-FTNV,Perimeter Airlines,0,Norway House Air...,Canada,Accident,hull-loss,Fall
2006,2006-11-09,Let L-410UVP,9Q-CBQ,Gomair,1,near Walikale,D.R. Congo,Accident,hull-loss,Fall
2006,2006-11-10,BN-2T Turbine Islander,IN135,Indian Navy,0,Veloor,India,Accident,hull-loss,Fall
2006,2006-11-11,Antonov An-28,9Q-COL,TRACEP-Congo Aviation,0,Bukavu-Kamenbe A...,D.R. Congo,Accident,hull-loss,Fall
2006,2006-11-15,CASA C-212 Aviocar 400,AMP-114,Mexican Navy,0,near Progreso,Mexico,Accident,repairable damage,Fall
2006,2006-11-16,NAMC YS-11A-600,RP-C3590,Aboitiz Air,0,Manila-Ninoy Aqu...,Philippines,Accident,hull-loss,Fall
2006,2006-11-16,Antonov An-74,YL-KSB,KS Avia,0,Ancona-Falconara...,Italy,Accident,hull-loss,Fall
2006,2006-11-17,DHC-6 Twin Otter 300,PK-YPY,Trigana Air Service,12,Puncak Jaya,Indonesia,Accident,hull-loss,Fall
2006,2006-11-18,Boeing 727-23F,HK-3667X,Aerosucre Colombia,6,near Leticia-Alfredo ...,Colombia,Accident,hull-loss,Fall
2006,2006-11-19,BN-2B-26 Islander,VP-FBI,FIGAS,0,West Point Island,Falkland Isl.,Accident,hull-loss,Fall
2006,2006-11-19,DC-9-31,N8950E,Northwest Airlines,0,Minneapolis-St. ...,USA,Other Occurrence,hull-loss,Fall
2006,2006-11-22,Cessna 208 Caravan I,FAC-5054,Colombian AF,3,Siberia,Colombia,Accident,hull-loss,Fall
2006,2006-11-23,PZL An-28,YV1756,T.A. Corpor. 2006,0,Charallave-Ãsca...,Venezuela,Accident,hull-loss,Fall
2006,2006-11-24,Embraer EMB-120ER Brasilia,PP-PTB,Puma Air,0,Altamira Airport...,Brazil,Accident,hull-loss,Fall
2006,2006-11-26,Learjet 35A,C-GAJS,Canadian Global Air Ambulance,0,Montreal-Pierre ...,Canada,Accident,repairable damage,Fall
2006,2006-11-27,Antonov An-74T-200,15-2255,Iranian Revolutionary Guard,37,Tehran-Mehrabad ...,Iran,Accident,hull-loss,Fall
2006,2006-11-28,ATR 72-201,HL5229,Hansung Airlines,0,Jeju (Cheju) Int...,South Korea,Accident,repairable damage,Fall
2006,2006-11-29,Grob G.180A SPn,D-CGSP,Grob,1,near Mindelheim-Matts...,Germany,Accident,hull-loss,Fall
2006,2006-12-03,Cessna 501 Citation I/SP,N501SP,Premier Air Management,0,Mexicali Airport...,Mexico,Accident,hull-loss,Winter
2006,2006-12-06,Antonov An-2,RA-01146,ALCI,0,Novolazarevskaja,Antarctica,Other Occurrence,hull-loss,Winter
2006,2006-12-09,DHC-3 Otter,N335AK,Wings Airline Services,0,Flamingo Bay,Bahamas,Accident,hull-loss,Winter
2006,2006-12-11,Boeing 747SP-94,YK-AHB,Syrianair,0,Stockholm-Arland...,Sweden,Accident,repairable damage,Winter
2006,2006-12-12,Fokker 50,ST-ASJ,Sudan Airways,0,Kenana,Sudan,Accident,repairable damage,Winter
2006,2006-12-13,Canadair CL-415,I-DPCD,"Civil Protection Department, op.for SOREM",0,Pratica di Mare ...,Italy,Accident,repairable damage,Winter
2006,2006-12-15,Swearingen SA227-AC Metro III,LV-WRA,Baires Fly,0,Buenos Aires/Eze...,Argentina,Accident,hull-loss,Winter
2006,2006-12-16,Antonov An-32B,FAM-3103,Mexican AF,4,near Pie de la Cuesta...,Mexico,Accident,hull-loss,Winter
2006,2006-12-19,T-39A Sabreliner,XA-TJU,Jett Paqueteria,0,near Monterrey-Gen Ma...,Mexico,Accident,hull-loss,Winter
2006,2006-12-24,Boeing 737-4Y0,PK-LIJ,Lion Air,0,Ujung Pandang-Ha...,Indonesia,Accident,hull-loss,Winter
2006,2006-12-26,Antonov An-2R,RA-33565,2nd Sverdlovsk Aviation Enterprise,0,"near Gari, Sverdlovsk...",Russia,Accident,hull-loss,Winter
